search_date,content
2022-04-19,"
                    上海消防全力抗击疫情。                "
2022-04-19,"
#王一博正能量艺人# 真棒！上海加油//@与博同行传递爱心:#王一博正能量粉丝公益站# wyb#王一博粉丝正能量# 社会的需要就是王一博粉丝做公益努力的方向！让我们一起努力带动社会正能量的传递，用爱与温暖驱除疫情！@UNIQ-王一博 "
2022-04-19,"
                    昆山疫情防控的犷倡和上海疫情的犷倡是截然相反的言论很有意思呢…… ​                "
2022-04-19,"
                    受上海疫情影响，今年春天变得特别悠闲～闲来无事把院中花修剪、施肥，果然给我意外的美惊喜～花朵比去年的大，开的比去年多，颜色比去年丰富～ LQueen玲玲的微博视频 ​                "
2022-04-19,"
                    我在上海的朋友和同学太多了，好焦急，希望每个人都好好的🙏疫情结束了都来找我玩，我带你们去看大海、去吃我最喜欢的冰沙！！！ ​                "
2022-04-19,"
我认识的就是这个伯伯，没有基础病平时身体很好打过三针疫苗！他们家配合疫情防控，抗原检测有问题就上报了，就被安排去了隔离点！他们去的不是方舱！就只是个隔离点中转站！8号进隔离点18号去世，就10天本来健康的人就这么没有了！就以猝死定论了？这是什么！这是草菅人命！@人民日报 @上海发布 "
2022-04-19,"
                    🐶逼疫情//@新年红茶玛奇朵:上海人民遭受的苦难啊！令人愤怒无助又潸然泪下。                "
2022-04-19,"
                    一个越来越离谱的时代。法律无用。 ​                "
2022-04-19,"
#昆山 疫情防控#无限循环🔄陪跑上海。大无畏精神啊啊啊！ ​                "
2022-04-19,"
@上海普陀 @警民直通车_普陀 @上观新闻 //@深夜一只猫: 上海能否下严令，老人不允许送去条件恶劣的方舱！//@靜水涵深:这是朋友的亲戚，两个90多岁的老人家，被送到了条件特别恶劣的方舱，本来防疫的人说是送到定点医院的。 【求助人】吕健  【现居地】华师大一村  【联系方式】13601710545                "
2022-04-19,"
                    【上海新增本土“3084+17332”：吴尊友发文解读动态清零及相关误解】据央视新闻报道称，4月18日0—24时，上海新增本土新冠肺炎确诊病例3084例（含既往无症状感染者转为确诊病例974例）和无症状感染者17332例，实际新增本土阳性感染者19442例，其中1894例确诊病例和16998例无症状感染者在隔离管控中发现，其余在相关风险人群排查中发现。对于目前的疫情，4月18日晚，中国疾控中心流行病学首席专家吴尊友发文，解读“动态清零及其相关误解”：“清零”就是从有到无的过程，就是把疫情消灭的过程。但是，这个消灭，仅仅指某地某时刻发生的某一起疫情，并不是指广义的全国范围的总疫情。 
"
2022-04-19,"
#一位热爱上海的老人的手写信#老先生是真的很爱这座城，疫情期间每个人都在无私的贡献着自己的力量，好温暖！                "
2022-04-19,"
                    //@深夜一只猫: 上海能否下严令，老人不允许送去条件恶劣的方舱！！！！//@靜水涵深:这是朋友的亲戚，两个90多岁的老人家，被送到了条件特别恶劣的方舱，本来防疫的人说是送到定点医院的。 【求助人】吕健  【现居地】华师大一村  【联系方式】13601710545                "
2022-04-19,"
                    //@Blade-黑铁桐人:看到这些还是挺暖心的，大家并不是反对疫情里的精致，只是因为心目中美好的上海形象崩塌太狠了。。。                "
2022-04-19,"
                    西安花4天就能做到的事，上海疫情肆虐两三个月了，没有内鬼，我不信                "
2022-04-19,"
                    【疫情日记】 2022.04.19 Lockdown 19天上海人现在每天要看50个段子，骂30句册那，然后情绪低落至少十次。说实话，半个多月了，没看到有半点来自Gov的反思和改善，反而有越来越多离谱的事情被曝光。大家之所以能撑到现在，靠的是普通人之间的互助，和累得半死不活的基层人员。昨天团购的事情有了后续，今天负责团购的小姑娘指导大家把不新鲜的肉销毁并拍摄视频，然后一一退款。就当我们正觉得事情解决的时候，她留下了一句：所有的退的大排都是我自己买下的，我不欠大家什么了，就这样，我退群了。这43份大排一共3827元。听说有人专门加了她的微信，就为了骂她一句：没能力做团长就不应该接。不知道她现在的心情如何，真的希望能够安慰她一下。 
"
2022-04-19,"
                    上海疫情防控侧记：为了一名危重新生儿 O上海疫情防控侧记：为了一名危重新生儿 ​                "
2022-04-19,"
                    好@山东联通 //@山东联通:#抗击疫情 央企行动#【聋哑老夫妻核酸阳性被转运治疗，上海联通火速行动守护亲情连通】                "
2022-04-19,"
                    右边，跟博主这种疯子讲理是没用的。上海疫情一出，它可逮着机会了，基本上就是吃饭睡觉骂上海的节奏。//@炎桦:没误会，同时也懂：老家的各种亲戚在接受了几十年这个城市的转移支付的同时，却怎么想学也学不成“这个城市”的生活方式。终于有一天，抓住机会咒“这个城市”，心里恨得直痒痒                "
2022-04-19,"
                    拼卜卜//@孙斌1990:上海人民经过这次疫情，人均耳朵长度可能会增长一些 "
2022-04-19,"
                    上海疫情防控侧记：为了一名危重新生儿 O上海疫情防控侧记：为了一名危重新生儿 ​                "
2022-04-19,"
                    接下来上海封控区三天核酸检测，是发出即将清零的信号吗？4月20号，是吴专家拍胸脯保证上海新冠感染社会面清零的两周期限日，但客观地看，从日增2万的高位三天清零，是不可能的吴尊友近期还说过，武汉疫情后，我国绝大多数地区和时段，国土是干净的，是没有新冠病毒的；看来吴专家对“动态清零”的解释，不是所谓的“社会面清零”，而是真的要在中国960万平方公里土地上，彻底清除新冠病毒可他又说：要做好与新冠长期斗争的准备这种荒诞滑稽之现象，发生在国家疾控中心主任、中国新冠疫情防控首席专家身上，实乃家国不幸现在回过头来看张文宏，“与病毒共存”的观点，是建立在科学依据之上的！即便如网友责怪的那样，上海目前高发感染的疫情张文宏须担责任，但现实是：因封控造成的种种严重社会和民生之损，远大于疫情本身的危害，这一点，将来会更加明确希望真的有那么一天，能和吴专家一起，唱一首挽歌为新冠病毒送行！《大约在冬季》------齐秦“轻轻的我将离开你请将眼角的泪拭去；漫漫长夜里 未来日子里亲爱的你别为我哭泣；前方的路虽然太凄迷请在笑容里为我祝福；虽然迎著风 虽然下著雨我在风雨之中念著你..........“ 
"
