search_date,content
2022-04-26,"
#上海疫情管控# "
2022-04-26,"
                    //@补果君:@上海发布 #抗疫求助#  癌症病人求助                "
2022-04-26,"
                    近日，某程序员""吐槽 ""上海防疫 ：逻辑死循环，设计者是“天才”。#全民防疫##疫情下的生活##程序员##吐槽# L寒冰DE惩戒的微博视频 ​                "
2022-04-26,"
2022.4.264.25上海疫情确诊1661无症状15316；苏州无症状37。 ​                "
2022-04-26,"
                    关于上海的两条新闻让人无语：1、云南曲靖总工会向上海宝山区捐赠的新鲜蔬菜，被人揭掉包装，以每箱90元的价格卖掉了！2、志愿者参与倒卖香烟，一天赚一万！疫情以来，上海的辟谣平台辟了不少谣，多么希望这两条新闻（特别是第一条新闻）是假新闻，然而却是事实！捐赠的蔬菜都能去卖，真的是一点底线都不要了吗？不敢想想竟然会有这样的人！有人说这只是个例而已，是不是个例不重要，重要的是他伤害了太多太多善良的人的心……这种人严重损害了上海形象，这种人需要处理，建议特殊时期、特殊环境下的违法行为，不要用一般的治安处罚条例去执行！ 
"
2022-04-26,"
                    上海的能不能别到杭州来了 我真的谢 九堡也有了 这b疫情什么时候能过去啊 ​                "
2022-04-26,"
                    //@想摘星星和月亮·丨STAR·MOON:朋友求助，请帮忙转发一下🙏🏻🙏🏻#上海抗疫求助# #抗疫求助# 上海抗疫求助  #上海抗疫# "
2022-04-26,"
#雪纳瑞# 疫情就你这个粘人精最开心了 ​                "
2022-04-26,"
                    上海需要重建党组织#上海# 上海抗疫求助 "
2022-04-26,"
                    //@糖有纸儿嘿哈嘿哟:#上海抗疫求助# //@Fesley:家属诉求：1.罗店医院妥善保管父亲遗体。2.希望富长路或者金勺路隔离点合理解释，提供监控录像和所有核酸检测报告及报120记录，还逝者死亡真相。抗疫求助 上海抗疫求助  "
2022-04-26,"
                    //@林瘦猫:最大程度的公平//@在下黄昏鸟:右边//@内含子:这就是博弈，大家的利益不统一。穷地方没有那么好的医保，他们更希望上海的疫情不要外溢。对穷人来说，反正也治不起长期的慢性病，只能寄希望于公卫尽量防住传染病。//@米格战斗飞机联合体://@来去之间:                "
2022-04-26,"
                    想想上海疫情被封这么久在家，很是焦虑啊！希望早日解封 ​                "
2022-04-26,"
 上海此次疫情，从2月底开始到现在阳性感染者累计超过50万。今天上海对全市“三区”内人员进行全员核酸筛查，希望疫情早日结束，上海快点好起来！ 2沈阳 ​                "
2022-04-26,"
                    //@蘸盐:深圳福田区副区长冯瑞，前一阵在辖区疫情最严重时，住进封控区现场办公了（晚上还去当志愿者）。假如一个副省级城市的副区长能做到这种程度的话，当地物业再大胆再烂，也不敢作妖吧？//@明明的房子:这不是上海的问题，全国上下都是一样的问题。                "
2022-04-26,"
                    首先希望北京能尽快控制住疫情，不要发生像上海这样的其局面，这个视频也让我联想到了之前金山区的那个超市视频拍的食物也很充足//@直播上海:人呐？                "
2022-04-26,"
#上海疫情管控# "
2022-04-26,"
                    //@董兮兮MAYDAY:就这学法律？？？我谢谢你全家八辈祖宗//@我要看秋后算账:预科班是啥……这群里怎么没人怼他//@椟菽荫:预科班//@潭寒雁渡:昆山清华校友会。。。//@春风梳柳66:看看躺平派有多恶毒…//@青柠云片糕:苏州的疫情怎么来的以为大家不知道吗，倒了大霉被上海拖下水                "
2022-04-26,"
 这是什么操作 ​                "
2022-04-26,"
                    物资非常充足，大白从中午一点配送到现在，跟执勤警察咨询了一下，据说无论发到几点挨家挨户都收到为止，温暖到了，朝阳群众的多年举报黄赌毒工作，看来是真有功了哈哈哈感谢政府感谢朝阳疫情防控中心！感谢北京市政府及奋战在一线的所有所有志愿者#北京新增22例本土感染者# L卡拉一个大Ok的微博视频 
"
2022-04-26,"
                    上海新冠防控两个多月了来，上海的发病数从几个，发展到几十个，几百个，几千个，几万个，几十万个，疫情发展到这么严重，有关领导你们实际工作做了多少，你们在干什么。你们对得起拿的一份工资吗？对得起上海人民吗？对得起全国人民吗？对得起党中央吗？ ​                "
2022-04-26,"
                    //@早早-热干面少女://@林瘦猫:最大程度的公平//@在下黄昏鸟:右边//@内含子:这就是博弈，大家的利益不统一。穷地方没有那么好的医保，他们更希望上海的疫情不要外溢。对穷人来说，反正也治不起长期的慢性病，只能寄希望于公卫尽量防住传染病。//@米格战斗飞机联合体://@来去之间:                "
2022-04-26,"
 #新冠疫苗# //@上海的宋三:就现在那些隔(难)离(民)点(营)的条件，根本就没医疗力量。                "
2022-04-26,"
                    //@KING_優://@Mr_Future7:不相信你自己打12345打110去问，说作假的知道疫情信息作假什么罪吗我发出来本身就是担责了再加上有你们这些""上海ip""的质疑这个质疑那个，你不信就举报，我还怕你么 "
2022-04-26,"
                    《上海一密接者进入绵阳瞒报混入学校，致全校停课，网友：严惩不贷》因为疫情的不断反弹，全国各个省市地区为了阻断和防控疫情，广大市民们都在全力配合国家和防控部门进行抗疫工作。O网页链接 ​                "
2022-04-26,"
                    //@皇家BOm://@客官不要急://@信号不好我看不见:疫情让我认识了一名蓝骑士——赵燕超，帮买到断掉的处方药，封闭45天里必需品都靠这位小哥帮助！但直到昨天上海三黄高挂的暴雨这天，我才知道他们每天就住在桥洞或者江边，连个灯都没有～小哥说：“不冷，就是地有点儿膈挺”太让人心酸了！                "
2022-04-26,"
                    上海媒体的消失就很诡异，每个地方一旦有疫情该地区的媒体就会开始工作的，你说宣发也好鼓励士气也好就是感受到它们的存在，反而上海这么庞大的舆论体系竟然失声，是不是连它们都不知如何是好 ​                "
2022-04-26,"
 今天是封控的第26天。当初通知把整个浦东浦西划成鸳鸯锅各封四天，竟然相信了！真是天真无邪呢。接下来就开始蔬菜告急，水果告急，然后大米不够吃了，干货也不多了，今天忽然发现厕纸也快用完了 当然，通过团购最终解决了大部份生活所需，或者跟邻居借头蒜借棵葱，今天还用糖果跟邻居换了一把大枣炖汤，多么和谐的邻里关系，不是疫情的话我大概十年也不会跟邻居借东西。居委认真负责————这就跟拆盲盒一样，看运气。今天发了第四次物资，有我爱的西葫芦和西红柿，开心。可惜疫情的阴云不会因为邻里和谐居委靠谱就绕过我们小区。在前后左右小区都有阳性，右边学校左边二期高楼先后征用为隔离点之后，我们小区终于出现🐑了前面楼栋的朋友，中午抗原中队长，我跟伊数次密切接触，看到她的消息时头轰的一下懵了。随即镇定下来，是福不是祸 是祸躲不过，躺平了听天由命吧。 
"
2022-04-26,"
                    疫情当下的上海，做事也太恶心了吧，群众吃不饱你卖东西竟然不让取是哪门子的歪理，把物资倒卖可有王法，这是魔都的风范吗 2上海 ​                "
2022-04-26,"
                    //@孟常://@enclavetj://@在基里巴斯的小丸子://@Fesley:家属诉求：1.罗店医院妥善保管父亲遗体。2.希望富长路或者金勺路隔离点合理解释，提供监控录像和所有核酸检测报告及报120记录，还逝者死亡真相。抗疫求助 上海抗疫求助  "
2022-04-26,"
求您快点好 我的快递全在你那里 ​                "
2022-04-26,"
                    好饿上海疫情什么时候结束啊我想吃好多好多东西好多好多 ​                "
2022-04-26,"
                    关于上海疫情防控攻坚，十五个热点问答来了 链接:O网页链接 ​                "
2022-04-26,"
                    对上海失望了……疫情啥时候才能结束……我什么时候才能出去…… ​                "
2022-04-26,"
                    关于上海疫情防控攻坚，十五个热点问答来了 链接:O网页链接 ​                "
2022-04-26,"
                    上海疫情下不多的温情，健康平安，保重                "
2022-04-26,"
                    上海加油，希望疫情早点结束                "
2022-04-26,"
#上海北蔡疫情# 彭海西区特色：1、核酸不尽做  2、阳性不转移 3、封控能下楼 4、信息不透明 [新蝙蝠侠]5、居民很有爱 6、解封无尽头 ​                "
2022-04-26,"
                    核酸检测常态化了，上海这种核酸检测点未来会和之前的书报亭一样长期存在，以后是不是每天都要做一次？和吃饭一样普通😳  ​                "
2022-04-26,"
#疫情# //@StrikeAMatchOnYourGrave :上海现在只有国家级的两个大方舱有医疗队，其他的没有任何医疗条件。只起到隔离暂住作用。医院现在是爆满状态。排队期间要么居家要么方舱。//@暮春古道桃花正好 :问说不转运小区受牵连永远清不了零的人。是清零重要还是一个活人的命重要？不能本末倒置                "
2022-04-26,"
                    上海疫情明显好转，出仓出院人生明显大于新增本土病例，25日为近期最大单日降幅，从这两点数据看，挤兑阶段已经压制住了，现在可以跑到病毒前面了，很快要控制了。 ​                "
2022-04-26,"
                    //@补果君:@上海发布 #抗疫求助#  癌症病人求助                "
2022-04-26,"
                    后续//@导筒directube:【徐汇枫林街道东安二村】数十位阴性居民遭哄骗，现联名发声求助上海抗疫求助  "
2022-04-26,"
                    我一直认为这次就是效率与公平之争//@歪克思://@林瘦猫:最大程度的公平//@在下黄昏鸟://@内含子:这就是博弈，大家的利益不统一。穷地方没有那么好的医保，他们更希望上海的疫情不要外溢。对穷人来说，反正也治不起长期的慢性病，只能寄希望于公卫尽量防住传染病。//@米格战斗飞机联合体://@来去之间:                "
2022-04-26,"
#上海疫情之小区确诊#今天第二十2⃣️天，一早起来看了昨天测的核酸结果，六点多就出来了，还好。今天又要楼下测，楼里接龙，我填的不下楼。然后晚上九点多通知上门做。早上居然抢了一单美团，给阿丑囤了一包鸡胸肉，还有牛奶酸奶。现在后悔没多买点。不知道明天核酸什么结果，天天紧张。 ​                "
2022-04-26,"
                    //@补果君 :@上海发布 #抗疫求助#  癌症病人求助                "
2022-04-26,"
                    “人生总是这么痛苦吗？还是只有小时候？不，一直如此！”当初武汉疫情，我们深感不解，百姓太苦，方方可恨；西安疫情，我们疑惑，百姓真苦，痛恨不接受其他病患的医院；上海疫情，底层…官员…利益熏心逍遥法外之流，不知道该痛恨谁。 ​                "
2022-04-26,"
                    Zy领导近期在上海调研指导疫情防控工作时指出：开展新一轮核酸检测，是检验清零攻坚成效、摸清疫情底数、明确后续任务的一项关键举措和基础工作。要发扬连续作战精神，高质量组织好核酸筛查，做深做细群众思想工作，开展敲门行动，科学严谨做好现场组织，确保应采尽采，不漏一户、不落一人。要采取更有针对性的举措，对疫情较重区域实施拔点攻坚行动，集中力量和资源推进“应转尽转、应隔尽隔”，有力切断疫情传播链条，加速实现感染者人数明显下降。对疫情较轻区域加快转运风险人群，消除点状传播风险，不断扩大防范区比例，推动更多小区成为“无疫小区”。 
"
2022-04-26,"
#上海疫情管控# "
2022-04-26,"
                    警惕西方国家及间谍网络水军利用上海疫情推动扩大疫情范围！对相关人员摸底排查，加快上海疫情防控稳定性，杜绝一刀切问题！尽快解决国内因疫情产生的负面情绪和影响！加快地区性物资中转，确保全国粮油食品卫生检测安全可靠，尽快解决国内疫情！时间越久对我们越不利！ ​                "
2022-04-26,"
 "
2022-04-26,"
                    //@客官不要急://@花间的小店:哭😭//@信号不好我看不见:疫情让我认识了一名蓝骑士——赵燕超，帮买到断掉的处方药，封闭45天里必需品都靠这位小哥帮助！但直到昨天上海三黄高挂的暴雨这天，我才知道他们每天就住在桥洞或者江边，连个灯都没有～小哥说：“不冷，就是地有点儿膈挺”太让人心酸了！                "
2022-04-26,"
                    疫情下的上海外滩  显得格外冷清希望疫情早点结束上海加油💪祖国加油💪 2上海 L听够珍惜_love的微博视频 ​                "
2022-04-26,"
                    希望上海疫情快点结束。                "
2022-04-26,"
不过要48小时核酸报告。北京和上海有很多免费的博物馆和历史建筑，疫情结束可以走走获取灵感。方式很多，自己找路。                "
2022-04-26,"
                    脱没有按着流程来，白穿大白了，白白受苦//@罗百竹: 请随身携带凡士林润唇膏，每天高频涂抹可以改善嘴唇问题。//@我会去天堂://@倾听指尖:请善待大白。//@山哈佬:大白们太不容易了，看得真是心疼！//@嘉善老顾:看着心酸，太辛苦了。                "
2022-04-26,"
                    居然还有四天就是五一假期了，一声叹息。 ​                "
2022-04-26,"
 #新冠疫苗# //@虾米妈咪:上海疫情是从3月1日绵延至今的，报告死亡病例是从4月17日开始算的。                "
2022-04-26,"
                    //@平安重庆:#疫情当前警察不退#【上海崇明：46支“社区帮困先锋队”保障特殊人群】                "
2022-04-26,"
                    想💇想💅 一转眼一个月了 ​                "
2022-04-26,"
                    就这学法律？？？我谢谢你全家八辈祖宗//@我要看秋后算账:预科班是啥……这群里怎么没人怼他//@椟菽荫:预科班//@潭寒雁渡:昆山清华校友会。。。//@春风梳柳66:看看躺平派有多恶毒…//@青柠云片糕:苏州的疫情怎么来的以为大家不知道吗，倒了大霉被上海拖下水//@壶三猫:关苏州啥事，苏州还不够努力吗？                "
2022-04-26,"
 快给我过去，别影响我收生日礼物 ​                "
