search_date,content
2022-04-05,"
方老视点   密切关注    动态上海浦东：2家店铺擅自开门营业致人员集聚，已立案调查上海市浦东新区人民政府新闻办公室官方微博@浦东发布4月4日发布通报称，4月3日，网上一视频显示，有潍坊二村居民走出家门，在小区局部区域造成人员聚集。经有关部门连夜调查，潍坊二村自3月23日起已被列为封控管理小区。但当日，为民生鲜超市、凡先食品经营部，违反市、区两级防疫工作有关规定，擅自开门营业，导致人员集聚。目前，城管、市场监管部门已对上述2家店铺立案调查，拟依法对其跨门营业、未明码标价等违法行为予以行政处罚。（来自：浦东发布） #带着微博走天下# 
"
2022-04-05,"
#上海是我们金银潭的一部分#看过人世间感恩当时对武汉的援助！希望疫情早日结束！ ​                "
2022-04-05,"
 #上海疫情正处于快速上升阶段# "
2022-04-05,"
 等这波压下去，上海的整个社会治理体系，包括管理者，基层，特别还有医疗体系的管理层，都该好好清理一波了。 ​                "
2022-04-05,"
                    现在真的很庆幸之前上海疫情还没有这么严重的时候囤了一箱纸巾 不然真的可能现在上厕所都没纸了 ​                "
2022-04-05,"
上海抗疫求助  "
2022-04-05,"
                    Oh yeah！我们昨天终于收到爱心礼包了，面条、火腿肠、午餐肉加牛奶，今天又补发了一棵爱心大白菜，据说还会发连花清瘟，小区的🐑也从昨晚开始转运了，虽然小区内🐑还在增多，但是感觉上慢慢开始好起来了。希望方舱医院的设施跟上，邻居们顺利康复回来，也希望小区内不要再有新增了！上海会好的！大家都要平安健康啊！最后，感谢来支援我们，给我们做核酸的江西医护们，也感谢各地来支援上海的医护和人们，看到你们真的很安心很感动，祝平安顺利！ 
"
2022-04-05,"
                    夜读《楞严经》卷六。祈愿世界和平，上海老百姓家中基本生存物资不缺，隔离和感染住院的病人生活无忧，疫情消散🙏 ​                "
2022-04-05,"
#宝山物资# 用咱们原本发放的物资来转卖？利用职能便利来获利 2上海 ​                "
2022-04-05,"
                    //@挖龙脉的超级鹿鼎公://@波斯小昭1:上海（某些地方）太牛了，救灾物资不给外地人，外地人不是人，外地人喝西北风就行了……疫情在中国两年多了，这种表现是全中国独一份吧？                "
2022-04-05,"
                    【金银潭护士长：#上海是我们金银潭的一部分#】“因为一个人爱上一座城，上海因为有钟鸣主任，有上海医疗队，所以我觉得上海就是金银潭的一部分。”武汉疫情期间，程芳担任金银潭ICU护士长，她始终记得，上海援鄂医疗队是第一批进驻金银潭的医疗队。如今她增援长宁新泾核酸采样。LSMGNEWS的微博视频 ​​​ 
"
2022-04-05,"
                    谢谢宝子我喝//@茶百道:上海地区的茶粉宝宝，疫情期间防控第一，请大家安心配合防疫，等疫情缓和的时候我们将在上海做超级泥泥杯专场活动。关注@茶百道 官方微博，活动具体信息届时会发布哦。 "
2022-04-05,"
                    关于和悸动烧仙草的老板住一栋楼在上海疫情这节骨眼上能在浦东免费喝上奶茶这件事高桥配货的叔叔又给我拿了四大袋吃的一整个就是清空小卖部的架势光泡面就十几盒 薯片七八包吧说什么都不要我钱只让我疫情后去支持生意虽然因为上海这个鬼隔离 回不去浦西虽然充满希望的新的一年没有春天了但是相信今年春天的花自由一切美好也自由 
"
2022-04-05,"
                    上海大爷主动向工作人员询问会不会给租户发放物资：“上海是中国人的上海”4月4日，上海，视频拍摄者称自己是住在3楼的租户，下午发放物资时听到大爷与工作人员的对话，于是记录了下来，当时大爷主动向工作人员询问，会不会将物资发放给租户，工作人员回答说会发的，大爷听到后便说：要发的，上海不是上海人民的上海，上海是中国人的上海。拍摄者称自己听到后非常的感动，大爷是个非常热心的人，经常和居民与租户热情地打招呼，待人非常友好。L中事的微博视频 
"
2022-04-05,"
                    上海早已经都是移民城市，哪还有什么上海外地之分，更多的精力拧成一股绳吧。上海的处境换了任何领导或任何城市，也不见得会处理的多好，都是第一次面对变异毒株反扑，都是摸着石头过河，没有一场雨不会停，疫情早晚会被扑灭。                "
2022-04-05,"
#上海 疫情#我的家乡生病了，从三月头开始零零散散爆出来的病例，不管是上层也好人民群众也好都没有特别重视，一开始只当是小小的反复。但是随着华亭的外溢，阳性人员离我们的生活越来越近。从普陀到徐汇再到浦东，甚至是到整个上海以及全国，看着每天刷新的数字，身为上海人的自责也是溢于言表。现在，全国各地的医护工作者都来到这里，支援上海，共同完成对于疫情的控制，我真的由衷感谢，也积极配合医护工作者。疫情下，对于上海的指责声也是越来越多，作为上海人，虽然很难过，但有些言论我也是认同的。就像现在被封在家要求足不出户，APP上抢不到菜，政府分发的食物也不知道多久会来一次。在担心是否会感染之前，我们也开始焦虑起自己的基本生活保障。像我家里还有毛孩子的，更担心自己万一阳了，他们又该怎么办。从“绝不封城”到现在的“解封待定”，再加上指责声谩骂声，我的心情似乎也到了谷底。疫情下的三年时光，有多少想做的事不能再去做，年少时意气风发，似乎也一点点被消耗殆尽。等到疫情结束、曙光重现，希望我还有资格重新去追逐自己的梦想。 
"
2022-04-05,"
                    【金银潭护士长：#上海是我们金银潭的一部分#】“因为一个人爱上一座城，上海因为有钟鸣主任，有上海医疗队，所以我觉得上海就是金银潭的一部分。”武汉疫情期间，程芳担任金银潭ICU护士长，她始终记得，上海援鄂医疗队是第一批进驻金银潭的医疗队。如今她增援长宁新泾核酸采样。 LSMGNEWS的微博视频 ​                "
2022-04-05,"
                    靠官二代老公炫fu贪腐国家称#不用上班##国家得发特殊津贴养着#50+奶奶ji宝宝@宝姑XY 爆因视若ji出倒贴买来“真爱”“美好”称婚外恋是ji本“生死”ji交小20岁“好友”#上海#染上新冠¥Xie私愤疯骂不止耽误其最喜欢酒店开房与“好友”#南京#到处窜¥苏一直造假洗白“要强”腐败lan搞代biao  "
2022-04-05,"
                    愿疫情早点结束，上海加油                "
2022-04-05,"
#疫情后一起去看演唱会吧#差不多得了 一次两次热搜是美好的愿望 都tm几年了 能换个词条吗 就b上海防疫政策 再过个一百年吧 ​                "
2022-04-05,"
#上海是我们金银潭的一部分#好多拿着上海跟武汉比较的真没有可比性从疫情爆发的背景，到政策封城再到物资救援和当地人的评价比武汉差远了 2青岛 ​                "
2022-04-05,"
                    四川人在关键时候从不拉胯，近代的川军川魂现在疫情期间的热血 #四川375万毫升热血驰援吉林上海# "
2022-04-05,"
                    我闺蜜@小哒不溜- 在沪一个人 她的家乡四川在大力援助上海 我头一次看见她在公众平台发这么多字 无疑不透露着她的无助和脆弱 我希望上海这座城市能给所有远在沪漂的朋友一盏灯 让她们能安心入睡 "
2022-04-05,"
                    总结：1.上海媒体对这两年全国的疫情防控情况宣传不足2.问题最大的是这个解说，满满的voa风格3.打电话这人很偏执，多半脑子有问题                "
2022-04-05,"
                    上海疫情发展到如此状况，想问问上海人，在如此严重状况下，你们的志愿者呢？武汉当时的快递小哥，和武汉人打成一片的大连小哥……汇成了一支不可或缺的战疫力量！！！温暖了一座城    可惜在上海看不到志愿者，只看到对外地人的冷漠，上海人不能光喊口号，这些实事需要人去做，需要志愿者需要党员下沉，上海这一点不能游历之外 
"
2022-04-05,"
                    晚上睡不着😣上海疫情形势严峻小区至今一直封闭等待解封的日子可以走在马路上的感觉熙熙攘攘的人群回归魔都的生活…… ​                "
2022-04-05,"
                    //@林岳芳://@小瓜芽: #闵行疫情# #颛桥#  救救我们吧                "
2022-04-05,"
                    //@我在他那边:人间地狱//@Xmu木freya:上海抗疫求助#浦西疫情#  #大场镇# #宝山物资# @宣克炅  更新：120差不多四点左右电话我邻居，说会接去方舱医院。到现在还没来接老人家疼的不行了已经，真的想想心疼 "
2022-04-05,"
 自从上海疫情爆发之后真的有好多我想不通的不思议事件。比如：疫情彻底爆发之前我买了个隔离保险，如果在中高风险地区居家隔离或者被拉去集中隔离每天可以拿补助金。其实条件已经很苛刻了，毕竟被划成中高风险地区理论上是小概率事件。但是哦，在上海估计明天就要超武汉的今天！上海！还是只有这几个中风险地区！没有高风险地区！有的时候我真的要怀疑上海zf是不是和保险公司串通好了。 
"
2022-04-05,"
                    如何看待献血容易维权难问题？！@第二军医大学长海医院 #无偿献血#无偿献血#如何看待无偿献血政策# ​​​                "
2022-04-05,"
#支援上海# 张伯礼院士表示，全国支持上海在尽量短的时间内控制疫情蔓延发展的趋势，尤其要克服“小号流感，防疫过度”“重症率、死亡率低，没有必要兴师动众”等错误认识，也要克服个别部门令行不止、自行其事的做法，坚决果断采取中央统一部署，加强一线指挥，齐心协力战胜这波疫情的反弹。 ​ 
"
2022-04-05,"
                    //@陈酿数据库的影子:物资能不能解决我不知道，但是我要解决的是你。//@饼灌鸡蛋:“不要讲物资，我先解决你”//@再一个闪电:看了怕的浑身发抖的，因为让人很恐惧，除了听话，没有别的办法 #上海防疫# #疫情# #防疫# "
2022-04-05,"
#上海浦锦街道办事处向医护人员致歉#疫情这么多年第一次看到和支援人员起冲突的，真的让我大开演界 ​                "
2022-04-05,"
                    上海这次疫情也是把各种妖魔鬼怪都照出来了                "
2022-04-05,"
#数万医护驰援上海#【数万医护八方驰援 同心守“沪”】#援沪医疗队员背包上挂着中国结#连日来，来自全国多个省份的数万名医护人员快速抵达上海，立即投入紧张忙碌的疫情防控工作，他们有的在方舱医院救治病患，有的在社区街道核酸检测……并肩战斗，同心守“沪”。记者留意到，不少援沪医疗队队员的背 ​ L新华网的微博视频 
"
2022-04-05,"
#上海新国博中心方舱开启亲子收治模式# 作为一个六岁小孩的母亲，疫情以来最大的焦虑终于得到了缓解。面对暴增的感染人数，ZF从一团乱麻中也慢慢找到了很多可行性方案了，虽然慢是慢了些，而且我也知道每天还是有很多很多让人很气愤的事情发生，但希望还是在的呀。今天跟在浦东方舱隔离的二娘娘聊天，感觉那里还是井然有序的，心态好很重要！不管接下来疫情会怎样，自己心理上会慢慢趋于平静了，物资基本够用就好，生活工作还是要继续。 折叠了好些个微信群，远离焦虑。晚安，上海！ 
"
2022-04-05,"
                    这波疫情反映了很多的社会问题基层组织的执行能力 远没我们想象的那么好 社区居民 尤其老年人对疫情的认识还不到位 甚至是无知无畏 还有阳性人员被隔离后的一系列连锁民生问题 索性 也有好的方面 大白们以及志愿者 外卖小哥们以及社会爱心企业等的辛勤付出 还有小区内的好邻居们 虽然平时互不认识 但这波疫情 真实的对远亲不如近邻有了极为深刻的认识 疫情终会过去 生活会恢复正常 魔都依旧还是封控前的魔都 只不过上海在经济高速发展的同时 最底层的民生问题也绝不能忽视 这波疫情把一系列民生问题集中爆发出来 社会稳定发展的基石还是最广大人民群众 这是中华民族历史之血泪结晶 2上海·上南地区 
"
