search_date,content
2022-03-15,"
                    起起伏伏的一周经历了疫情爆发全民核酸停工加闭关，朋友们也陆续隔离有黄码还需要留在外地无法返沪，尊敬的老师Anita带领12位学员8天时间从闵行转战黄浦又到静安进行培训教学，另一位Pat老师人在石家庄教课还仍然心系我们在上海每一位的处境和情况。问候，惦念，祈愿，太多的爱和力量，愿我们平安度过迎接美好，有你们真的好🌠 
"
2022-03-15,"
                    所以既要面对上海的疫情，还要面对工作的压力，还得加班完成超负荷的工作，上海出一个居家隔离咋这么难啊 ​                "
2022-03-15,"
                    //@我是可爱的小笑笑呀:深圳前两天报道，确诊病例全上中药，无一转重。//@芋头微波:这波疫情，只有深圳和山东公开宣传中医药抗疫。上海和吉林，呵呵！                "
2022-03-15,"
                    不得不说这个防疫政策 看起来真的很严但是我隔离了二十一天 回家了 睡了一天 今天要再去隔离 然后坐一辆车的 是完全没有隔离过的 从上海和深圳返汉人员 打扰了#武汉防疫##疫情# ​                "
2022-03-15,"
                    👍//@娄底联通://@湖南联通:#抗击疫情 央企行动#近日，上海本土疫情有所反复，抗疫工作人员奋战一线，持续“与病毒赛跑”。                "
2022-03-15,"
好烦啊，我的计划都被打乱了，又要等多久，烦死了。 ​                "
2022-03-15,"
                    深夜emo上海疫情防控升级，这边通知要封锁48小时加上我在这没有一个朋友，工作事事都不顺心就找了个借口跟我妈说：上海好危险我好想回老家。然后我滴妈妈回复我的第一句就是：你回来你弟学都上不了了果然懂事的孩子没糖吃，其实我真的会回去吗？我只是有点累我也需要安慰，哎 2上海 
"
2022-03-15,"
                    真的忍不住要抱怨！上海防控做的太差了吧，这些防疫防控措施都是什么狗屁，孩子几天没出门，突然要求出门做核酸，而且核酸的点，排队通通没有间隔一米的意识，这不是提高了交叉感染的风险了嘛！前天在核酸点，居然还碰到一个小姑娘，说自己是密接，结果跟着人流一起排队！我的天哪，这就是上海的精准防控？！我知道志愿者很辛苦，所有战斗在疫情防控一线岗位的人员都很敬业尽责，但是，政府班子这么个搞法，什么时候是个头啊！ 2上海 
"
2022-03-15,"
                    【加菲猫宝宝出生Day 3】有小奶猫吸隔离的日子过得飞快吖😽小模特：乳色加白弟弟#加菲猫##异国短毛猫##加菲宝宝成长日记##加菲宝宝出生啦##幼猫社会化##隔离日记# ​                "
2022-03-15,"
                    生活无忧（lattliv）兔子可插手暖手枕35cm居家抱枕多功能办公室午睡枕靠枕趴枕旅行汽车枕午睡枕京东返利（比一淘、粉象生活、花生日记、高佣联盟、好省。高很多）上海疫情、广东疫情、深圳疫情、香港疫情。多地疫情大家要多注意 ​                "
2022-03-15,"
//@山西联通:#抗击疫情 央企行动#【助力“停课不停学”，上海联通确保教育云稳定运行】                "
2022-03-15,"
                    //@山西联通:#抗击疫情 央企行动#近日，上海本土疫情有所反复，抗疫工作人员奋战一线，持续“与病毒赛跑”。而每次抗击疫情的现场，还有一群人默默守护在“大白”们的身后，他们就是上海联通的网络通信保障人员们。                "
2022-03-15,"
                    我：妈滴b疫情健身房又关门了朋友：上海的没关门但我不敢去我：笑了没疫情的关门了有疫情爆炸的没关门 ​                "
2022-03-15,"
                    现在每天关注着上海发布，疫情的反复好像回到了2020年，甚至比那时候还严重。这也让我的记忆被一次又一次不得已地拉回到那个痛苦煎熬的2020年。 2上海·陆家嘴金融城人才公寓 ​                "
2022-03-15,"
                    //@山西联通:#抗击疫情 央企行动#近日，上海本土疫情有所反复，抗疫工作人员奋战一线，持续“与病毒赛跑”。而每次抗击疫情的现场，还有一群人默默守护在“大白”们的身后，他们就是上海联通的网络通信保障人员们。                "
2022-03-15,"
                    做核酸啊做核酸，明天又要上全天班又要做核酸，就休了这一天，休都没休过来呢，真恨不得现在立刻马上无丝分裂出来几个我。上海这防疫的政策一天三变都是少的，疫情什么时候结束啊，救救孩子，这日子没法过了！ ​                "
2022-03-15,"
                    To主唱大人@阿信 最近上海的天气很好可是上海有疫情要带好口罩要照顾好自己晚安💤 ​                "
2022-03-15,"
                    同心抗疫，共克时艰，静待花开//@山西联通:#抗击疫情 央企行动#近日，上海本土疫情有所反复，抗疫工作人员奋战一线，持续“与病毒赛跑”。而每次抗击疫情的现场，还有一群人默默守护在“大白”们的身后，他们就是上海联通的网络通信保障人员们。                "
2022-03-15,"
                    //@邵阳联通://@湖南联通: #抗击疫情 央企行动#【助力“停课不停学”，上海联通确保教育云稳定运行】                "
2022-03-15,"
                    上海新冠疫情，居家办公                "
2022-03-15,"
 地铁空空荡荡的，本来就没什么人来的地方多了几分阴森 2上海·绿之丘 ​                "
2022-03-15,"
                    身体健康！疫情快好！//@kyouko酱杏子:要么明天睁眼通知上海封港要么这周疫情好转🙏//@夕立晴://@熊_库玛酱:我转我自己//@yotsuki_蠢夜玥透明中://@沉迷学习的隐欢: 解封//@今日份糖渣:学习，恋爱，钱//@Amortentiaz:工作 文章 钱🙏//@小粽的奇妙女友_ko_di://@小透明和拖延症一回口回://                "
2022-03-15,"
#上海六院疫情#所以傅一牧是个什么背景这么牛批？？现在还是能把人打到服气服软的社会？？？ ​                "
2022-03-15,"
                    隔离见人品！这种人真无语！人家说核酸出来就会安排志愿者送物资，你是密接心里没点数啊！#疫情# ​                "
2022-03-15,"
#封校状态下的大学生# 没想到时隔2年又重操旧业 女主播还以为这辈子都不会再打开学习通了。。。 ​                "
2022-03-15,"
                    上海疫情严重之后就在京东屯了点白象的面，我知道到时候超市买可能只能买到康师傅和统一，幸好白象你比较争气！ ​                "
2022-03-15,"
#疫情#    无症状不再上报？ 静观其变吧                "
2022-03-15,"
                    //@邵阳联通://@湖南联通: #抗击疫情 央企行动#【助力“停课不停学”，上海联通确保教育云稳定运行】                "
2022-03-15,"
                    //@萱影轩姿_G_PACE:保佑我耳鸣快点好吧我fong 了//@壶三猫: //@甜竹君:试试//@追文画车_嗑 ://@小透明和拖延症一回口回 ://@KIRAOS ://@Letras_Q ://@我是你们的王护士 :熊啊保佑四月初上海疫情开始好转大家恢复正常吧 "
2022-03-15,"
                    有资本狗网红专家把控，能让你宣传中医吗？这不是断了网红张的狗粮了吗//@中医妇儿-林波://@迷茫的老麻雀02:回复@宝宝令狐七七:深圳前两天报道，确诊病例全上中药，无一转重。//@芋头微波:这波疫情，只有深圳和山东公开宣传中医药抗疫。上海和吉林，呵呵！                "
2022-03-15,"
                    广州疫情最轻，是运气好吗？这轮疫情，几大城市中，广州状况最轻，从北往南看，主要城市 14日新增 现有北京            9           194天津            51         218青岛            57         802上海            13         675广州             0            6广州运气好吗？应该也有这个因素。这次深圳、东莞疫情，就有运气不好的原因，挨着香港，不好彩。当然，广州经历过多年前的“非典”，有很多经验教训，2020的那轮疫情，广州也做得不错。总之，要打好抗疫这场战争，要领导有方，也要大家配合，需要政府、企事业单位、所有人共同努力！加油！#广州##广州头条##疫情防控##粤港澳大湾区# 
"
2022-03-15,"
#抗击疫情# 【不“封城”！#上海实行切块式网格化核酸筛查#】针对上海是否会像其他城市那样，实施更为严格的封控措施？上海市政府副秘书长、市疫情防控领导小组办公室主任顾洪辉说：“目前，我们没有‘封城’，现在也不必‘封城’。”顾洪辉强调，鉴于当前疫情形势，上海将根据区域风险等情况，划定若干重点区域，实行切块式、网格化核酸筛查，进一步强化社会面防控。重点区域之外，各单位、各企业，根据自身特点错峰上下班，有条件的尽量阶段性实施居家办公，减少人员流动，以帮助尽快实现社会面“动态清零”，让市民群众恢复如常生活。 L央广网的微博视频 
"
2022-03-15,"
#上海目前没封城也不必封城# 魔都対疫情的网格化分区域核酸筛查方案正在进行中，据我个人所了解的，这两天杨浦徐汇闵行等都已经开始推进了。居委会提前告知小区，每晚十二点封闭，两次核酸大约需要两到三天的等待时间，全阴便开放，有阳继续14天……从外环逐步往城市中心蔓延，这种新举措应该能缓解超大城市停摆造成的巨大损失，不过究竟适不适合，还得看实践了。无论如何，期待尽早终结，倒春寒，别太久了。 加油，上海！ 
"
2022-03-15,"
                    【江苏无锡一男子涉嫌妨害传染病防治罪，刑事立案！】#江苏新闻# 3月15日晚，江苏无锡警方通报称：2022年3月15日，无锡市人民医院在核酸检测中发现李某旭(男，48岁，现住新吴区，目前已被隔离治疗)检测结果呈阳性。经调查，近日，李某旭两次驾车往返上海，未主动向所在社区报备，在“门铃行动”期间也未向核查人员主动报告，且未按照无锡市新冠肺炎疫情联防联控指挥部发布的第78号通告要求落实居家健康监测，仍多次外出，致使新冠肺炎有传播危险。李某旭的行为触犯了《中华人民共和国刑法》第三百三十条之规定，涉嫌妨害传染病防治罪。我局已对其立案侦查，并追究刑事责任。无锡市公安局新吴分局2022年3月15日 
"
2022-03-15,"
                    //@打个酱油妹:#上海六院疫情# #上海六院#  #上海市新冠肺炎疫情防控新闻发布会# "
2022-03-15,"
                    严查//@疯狂大象:病毒无情人有情，希望西安这波尽管稳住#106班上海入境国际航班将更改入境点##西安疫情# "
2022-03-15,"
                    【#无锡警方通报##一新冠阳性患者隐瞒行程被立案#】 2022年3月15日，无锡市人民医院在核酸检测中发现李某旭(男，48岁，现住新吴区，目前已被隔离治疗)检测结果呈阳性。经调查，近日，李某旭两次驾车往返上海，未主动向所在社区报备，在“门铃行动”期间也未向核查人员主动报告，且未按照无锡市新冠肺炎疫情联防联控指挥部发布的第78号通告要求落实居家健康监测。仍多次外出，致使新冠肺炎有传播危险。李某旭的行为触犯了《中华人民共和国刑法》第三百三十条之规定，涉嫌妨害传染病防治罪。@平安无锡 已对其立案侦查，并追究刑事责任。#无锡疫情防控第一线# 
"
2022-03-15,"
                    本想吐槽疫情的，想想还是不要散播负能量了，疫情早点结束吧，想去看看上海的郁金香🌷 ​                "
2022-03-15,"
                    //@LiLyLuLulily:#深圳全面暂停堂食#  #3月11日新增本土确诊476例# #疫情# //@苏二222莹:希望各个地方都能上线宠物驿站🙏🙏                "
2022-03-15,"
                    深圳前两天报道，确诊病例全上中药，无一转重。//@芋头微波:这波疫情，只有深圳和山东公开宣传中医药抗疫。上海和吉林，呵呵！                "
2022-03-15,"
                    要么明天睁眼通知上海封港要么这周疫情好转🙏//@夕立晴://@熊_库玛酱:我转我自己//@yotsuki_蠢夜玥透明中://@沉迷学习的隐欢: 解封//@今日份糖渣:学习，恋爱，钱//@Amortentiaz:工作 文章 钱🙏//@小粽的奇妙女友_ko_di://@小透明和拖延症一回口回://                "
2022-03-15,"
//@山西联通:#抗击疫情 央企行动#近日，上海本土疫情有所反复，抗疫工作人员奋战一线，持续“与病毒赛跑”。而每次抗击疫情的现场，还有一群人默默守护在“大白”们的身后，他们就是上海联通的网络通信保障人员们。                "
