id,date,text,label
4767926538732424,2022-5-11,无论是核酸检测、抗原检测、保供物资，还是硬隔离、入户消杀、核酸采样站点的背后，都是利益惊人的生意。没有疫情，这些都没了。我们看得清清楚楚，却无力改变。#上海疫情#上海,上海疫情
4767926370701536,2022-5-11,#上海疫情##上海大学生#有没有包车从上海回沈阳的，回辽宁其他地方也行，求拼车,上海疫情
4767926328493843,2022-5-11,#上海已有8个区实现社会面基本清零#【上海：徐汇区达到社会面基本清零标准全市已有8个区实现社会面基本清零】据央视新闻客户端，在今天（11日）举行的上海市疫情防控新闻发布会上，上海市卫生健康委副主任赵丹丹通报目前又有一个区徐汇区达到社会面基本清零标准，全市已有8个区和浦东部分街镇社会面基...全文,上海疫情
4767926253524439,2022-5-11,什么时候能解封我太想吃榴莲自助了#上海疫情#,上海疫情
4767926240940635,2022-5-11,#上海疫情#@上海发布下面是名词解释：网格化，切块化，压闸推进，阶梯式，场所码，核酸码，差异化，三区分化，静默，阻击战，攻坚战，大决战，保卫战，发起总攻，军令状。上海,上海疫情
4767926216035364,2022-5-11,是除了我家小区都静默了嘛？#上海疫情#上海,上海疫情
4767926210530534,2022-5-11,2020年高考延期，以为那是唯一一次延期，没想到过了两年上海也因为疫情延期了,上海疫情
4767926080505450,2022-5-11,#上海疫情#突然有点悲伤再不放我出去小龙虾都要下市了,上海疫情
4767926051149316,2022-5-11,#上海疫情#我们小区的花，我从来没有注意过，原来我们这还有这个花，很不显眼，但是香的很，这就是我们小区的美好之处,上海疫情
4767925968044749,2022-5-11,上半年的Iloveyou音乐剧看样子没有机会演了，上海疫情😷！每天睁眼就是核酸抗原，七十天了！！！封封封人也要疯了！,上海疫情
4767925933705753,2022-5-11,#上海疫情##上海虹口#上海,上海疫情
4767925866858493,2022-5-11,回家还是继续封控#上海疫情#书法书画小生阿彪的微博视频,上海疫情
4767925679165402,2022-5-11,#上海新增本土确诊228例无症状1259例##上海疫情##抗疫求助##上海疫情求助#//@海上指南针志愿者团队:确认属实，求助人在方舱，核酸阴性，需要治疗眼疾，否则双目失明，非常紧急！请大家多多转发关注。谢谢！,上海疫情
4767925661601236,2022-5-11,【医院手术都恢复了吗？市卫健委：手术需要按照疾病本身的性质来分类安排】#上海战疫##上海加油#5月11日上午10时，上海举行新冠肺炎疫情防控工作第180场新闻发布会。上海市卫生健康委副主任赵丹丹表示，5月1日以来，全市医疗机构逐步恢复了日常医疗服务，但尚未完成恢复到疫情前的状态，手术需要按照疾...全文,上海疫情
4767925661336354,2022-5-11,#上海疫情#,上海疫情
4767925607338726,2022-5-11,#上海疫情#《疫，食物和体重》居家第一阶段，轻微担心没有素菜，因而见之则大嚼，体重升。居家第二阶段，严重烦心没有肉蛋，因而见之则大嚼，体重升。居家第三阶段，暂时没有饥饿之虞，开始给同样居家、居酒店的朋友疯狂安利美食视频，送去一份份温暖，体重停。居家第四阶段，吃饭，不在于...全文,上海疫情
4767925069943637,2022-5-11,上海疫情快好吧！！！买了好多快递都发不了货,上海疫情
4767919990904481,2022-5-11,谭德塞同志政治敏感性太差，建议免去他世卫组织总干事职务，另委政治素质过硬的同志！#上海疫情##动态清零##世卫组织#,上海疫情
4767925053168190,2022-5-11,许子东老师被“动态清零”了，#上海疫情##动态清零#上海·上海理工大学,上海疫情
4767925053168190,2022-5-11,许子东老师被“动态清零”了，#上海疫情##动态清零#上海·上海理工大学,上海疫情
4767924986059493,2022-5-11,#上海疫情#上海好多居委在疫情期间跑路的啊，没想到我们也轮到了……养兵千日用兵一时，结果兵跑了？我觉得畏苦畏难是OK的，尊重个人意愿，但要记入个人档案，以后不要再进入为人民服务的部门了,上海疫情
4767924969015548,2022-5-11,#防抗新型冠状病毒感染的肺炎##上海已有8个区实现社会面基本清零#【上海：徐汇区达到社会面基本清零标准全市已有8个区实现社会面基本清零】据央视新闻客户端，在今天（11日）举行的上海市疫情防控新闻发布会上，上海市卫生健康委副主任赵丹丹通报目前又有一个区徐汇区达到社会面基本清零标准，全市已...全文,上海疫情
4767924902168798,2022-5-11,这就是上海说的疫情正在变好每天物资还是都需要靠抢服了秒没,上海疫情
4767924873073521,2022-5-11,北京，有旗帜有歌声。换到魔都，@上海发布会有吗？#上海疫情#,上海疫情
4767924810941733,2022-5-11,上海到底哪里疫情大爆发呢？是死的比欧美日韩多？还是感染人数比欧美日韩多？上海只是相较于国内的其他地方比较差而已。,上海疫情
4767924701102829,2022-5-11,我就是有一个缺点做得太好吃所以减肥难[转圈]今天实现了牛里脊自由的日子也预示着上海疫情越来越向好的方向发展[嘿哈],上海疫情
4767915209918982,2022-5-11,艰难抗争的胜利来之不易上海已有8个区和浦东部分街镇社会面基本清零在5月11日召开的上海市新冠肺炎疫情防控新闻发布会上，上海市卫生健康委副主任赵丹丹透露，目前又有一个区徐汇区达到社会面基本清零标准，全市已有8个区和浦东部分街镇社会面基本清零，这8个区分别是奉贤、金山、崇明、青浦、松江...全文,上海疫情
4767924550370802,2022-5-11,#上海疫情##上海就大礼包腐败查处多人#//@老方有腔调:到目前为止发的东西不是盗版就是假货，要么就是清库存的垃圾！还不让自己团购！//@赏味不足:对呀，这玩意儿名正言顺的盗版//@卷卷努力成仙:这不是不二家的logo嘛,上海疫情
4767924478542548,2022-5-11,城市独特内涵属性自古以来，端人碗，受人管；吃人饭，看人脸。今天的中餐，煮饭管2天（明天蛋炒饭），黑椒牛柳十青椒茄子。#上海人最近的生活是啥样##网友眼中的上海疫情##全员任务#,上海疫情
4767924478542548,2022-5-11,城市独特内涵属性自古以来，端人碗，受人管；吃人饭，看人脸。今天的中餐，煮饭管2天（明天蛋炒饭），黑椒牛柳十青椒茄子。#上海人最近的生活是啥样##网友眼中的上海疫情##全员任务#,上海疫情
4767924378409565,2022-5-11,上海的疫情数据应该不是编的吧？🙂🙂上海,上海疫情
4767924361629625,2022-5-11,#上海战疫##上海加油#【5月10日全市共划分防范区50056个，涉及人口数1797万】5月11日上午10:00，上海举行新冠肺炎疫情防控工作新闻发布会，上海市卫生健康委副主任赵丹丹介绍，近阶段，我们开展了基于三区划分的“抗原+核酸”组合筛查。根据筛查结果，5月10日全市共划分封控区6303个，涉及人口数208...全文,上海疫情
4767924328597747,2022-5-11,【#上海医疗机构逐步恢复日常医疗服务#】据央视新闻，今天（5月11日）上午举行的上海市疫情防控工作新闻发布会介绍，#上海已有8个区实现社会面基本清零#。上海市卫生健康委副主任赵丹丹介绍了目前医院手术恢复情况。赵丹丹表示，5月1日以来，上海全市医疗机构逐步恢复了日常医疗服务，但尚未完成恢复...全文,上海疫情
4767924328334682,2022-5-11,【#上海已有8区实现社会面基本清零#】在11日举行的上海市疫情防控新闻发布会上，上海市卫生健康委副主任赵丹丹通报目前又有一个区徐汇区达到社会面基本清零标准，全市已有8个区和浦东部分街镇社会面基本清零，这8个区分别是奉贤、金山、崇明、青浦、松江、普陀、嘉定和徐汇。（央视新闻客户端）,上海疫情
4767924323620431,2022-5-11,【上海本轮疫情仍是BA.2和BA.2.2变异株，没有发现新的变异株】今天上午，上海举行疫情防控工作第180场新闻发布会。据市疾控中心副主任吴寰宇介绍，2022年3月1日以来，我市本轮本土疫情阳性感染者新冠病毒基因测序结果，仍是奥密克戎BA.2和BA.2.2变异株，没有发现新的变异株。（东方网·纵相视频巢思远...全文,上海疫情
4767924294779477,2022-5-11,#上海疫情#上海人害怕得从来不是病毒，害怕的是那些魔幻的事情终究有一天会发生在自己身上，害怕得是被迫分离，每天祈祷两个月没见的父母这时候千万别生病。真的太难了…对于上海，以前有多热爱，现在就有多失望…,上海疫情
